participant_id,prolific_id,timestamp_iso,trial_index,block,trial_id,audio_file,audio_url,target_image,distractor_image,target_side,left_image,right_image,choice,choice_image,is_correct,reaction_time_ms,headphone_type,timestamp_iso,recognize,understand,meaning_match,msa_dialect,natural,dialect_best,dialect_second,understand_other,msa_instruction,msa_vowels,msa_reading,msa_listening,other_languages,percent_english,percent_arabic,percent_other,language_switching,family_preference,age,gender,country_of_residence,attention_audio,attention_response,attention_index,final_feedback,completion_code
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T05:28:51.087Z,115,Trials,9,9_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/9_non-creaky.wav,9.png,104.png,left,9.png,104.png,left,9.png,yes,2165,Apple AirPods,2026-01-28T05:28:51.087Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:28:51.701Z,236,Trials,251,251_creaky.wav,https://benebular.github.io/pharylary/data/audio/251_creaky.wav,127.png,32.png,left,127.png,32.png,left,127.png,yes,294,Wireless Jabra Headphones,2026-01-28T05:28:51.701Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:28:49.022Z,258,Trials,120,120_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/120_non-creaky.wav,149.png,54.png,right,54.png,149.png,right,149.png,yes,1921,Baseus Bowie E20,2026-01-28T05:28:49.022Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:28:54.261Z,243,Trials,239,239_creaky.wav,https://benebular.github.io/pharylary/data/audio/239_creaky.wav,107.png,12.png,left,107.png,12.png,left,107.png,yes,377,Wired Over-ear Headphones.,2026-01-28T05:28:54.261Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4239be163cb15b16606a6,68d4239be163cb15b16606a6,2026-01-28T05:28:52.674Z,,Survey,249,249_creaky.wav,,123.png,,,,,,,,,Wired Headset,2026-01-28T05:28:52.674Z,4,6,4,msa,5,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:28:55.291Z,237,Trials,192,192_creaky.wav,https://benebular.github.io/pharylary/data/audio/192_creaky.wav,51.png,146.png,right,146.png,51.png,right,51.png,yes,271,Wireless Jabra Headphones,2026-01-28T05:28:55.291Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:28:53.241Z,259,Trials,285,285_creaky.wav,https://benebular.github.io/pharylary/data/audio/285_creaky.wav,179.png,84.png,left,179.png,84.png,left,179.png,yes,365,Baseus Bowie E20,2026-01-28T05:28:53.241Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:28:59.219Z,244,Trials,19,19_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/19_non-creaky.wav,18.png,113.png,left,18.png,113.png,left,18.png,yes,801,Wired Over-ear Headphones.,2026-01-28T05:28:59.219Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T05:28:58.308Z,116,Trials,253,253_creaky.wav,https://benebular.github.io/pharylary/data/audio/253_creaky.wav,131.png,36.png,left,131.png,36.png,right,36.png,no,1173,Apple AirPods,2026-01-28T05:28:58.308Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:28:59.007Z,,AttentionCheck,,,,,,,,,,,,,JBL Tune 720BT,2026-01-28T05:28:59.007Z,,,,,,,,,,,,,,,,,,,,,,https://benebular.github.io/pharylary/experiment/audio_check/jaunt_t_b.wav,jont,4,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:28:57.223Z,260,Trials,167,167_creaky.wav,https://benebular.github.io/pharylary/data/audio/167_creaky.wav,23.png,118.png,left,23.png,118.png,left,23.png,yes,505,Baseus Bowie E20,2026-01-28T05:28:57.223Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:28:59.077Z,238,Trials,86,86_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/86_non-creaky.wav,86.png,181.png,left,86.png,181.png,left,86.png,yes,386,Wireless Jabra Headphones,2026-01-28T05:28:59.077Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:02.632Z,85,Trials,14,14_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/14_non-creaky.wav,14.png,109.png,left,14.png,109.png,left,14.png,yes,301,JBL Tune 720BT,2026-01-28T05:29:02.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:02.864Z,239,Trials,60,60_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/60_non-creaky.wav,65.png,160.png,right,160.png,65.png,right,65.png,yes,269,Wireless Jabra Headphones,2026-01-28T05:29:02.864Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:29:03.975Z,245,Trials,281,281_creaky.wav,https://benebular.github.io/pharylary/data/audio/281_creaky.wav,175.png,80.png,right,80.png,175.png,right,175.png,yes,480,Wired Over-ear Headphones.,2026-01-28T05:29:03.975Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:29:01.561Z,261,Trials,205,205_creaky.wav,https://benebular.github.io/pharylary/data/audio/205_creaky.wav,67.png,162.png,left,67.png,162.png,left,67.png,yes,472,Baseus Bowie E20,2026-01-28T05:29:01.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T05:29:06.080Z,117,Trials,197,197_creaky.wav,https://benebular.github.io/pharylary/data/audio/197_creaky.wav,56.png,151.png,left,56.png,151.png,left,56.png,yes,2425,Apple AirPods,2026-01-28T05:29:06.080Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:29:07.655Z,246,Trials,4,4_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/4_non-creaky.wav,4.png,99.png,right,99.png,4.png,right,4.png,yes,151,Wired Over-ear Headphones.,2026-01-28T05:29:07.655Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4239be163cb15b16606a6,68d4239be163cb15b16606a6,2026-01-28T05:29:06.592Z,,Survey,3,3_non-creaky.wav,,3.png,,,,,,,,,Wired Headset,2026-01-28T05:29:06.592Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:07.284Z,240,Trials,280,280_creaky.wav,https://benebular.github.io/pharylary/data/audio/280_creaky.wav,169.png,74.png,right,74.png,169.png,right,169.png,yes,344,Wireless Jabra Headphones,2026-01-28T05:29:07.284Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:29:05.881Z,262,Trials,215,215_creaky.wav,https://benebular.github.io/pharylary/data/audio/215_creaky.wav,74.png,169.png,left,74.png,169.png,left,74.png,yes,528,Baseus Bowie E20,2026-01-28T05:29:05.881Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:09.154Z,86,Trials,202,202_creaky.wav,https://benebular.github.io/pharylary/data/audio/202_creaky.wav,63.png,158.png,right,158.png,63.png,right,63.png,yes,2602,JBL Tune 720BT,2026-01-28T05:29:09.154Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:29:11.854Z,247,Trials,121,121_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/121_non-creaky.wav,150.png,55.png,left,150.png,55.png,left,150.png,yes,283,Wired Over-ear Headphones.,2026-01-28T05:29:11.854Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:11.439Z,241,Trials,194,194_creaky.wav,https://benebular.github.io/pharylary/data/audio/194_creaky.wav,53.png,148.png,left,53.png,148.png,left,53.png,yes,302,Wireless Jabra Headphones,2026-01-28T05:29:11.439Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:29:09.484Z,263,Trials,199,199_creaky.wav,https://benebular.github.io/pharylary/data/audio/199_creaky.wav,60.png,155.png,left,60.png,155.png,left,60.png,yes,621,Baseus Bowie E20,2026-01-28T05:29:09.484Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T05:29:13.635Z,118,Trials,162,162_creaky.wav,https://benebular.github.io/pharylary/data/audio/162_creaky.wav,18.png,113.png,left,18.png,113.png,right,113.png,no,2220,Apple AirPods,2026-01-28T05:29:13.635Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:29:15.123Z,248,Trials,184,184_creaky.wav,https://benebular.github.io/pharylary/data/audio/184_creaky.wav,42.png,137.png,left,42.png,137.png,left,42.png,yes,453,Wired Over-ear Headphones.,2026-01-28T05:29:15.123Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:13.352Z,87,Trials,22,22_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/22_non-creaky.wav,22.png,117.png,left,22.png,117.png,left,22.png,yes,364,JBL Tune 720BT,2026-01-28T05:29:13.352Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:15.012Z,242,Trials,247,247_creaky.wav,https://benebular.github.io/pharylary/data/audio/247_creaky.wav,120.png,25.png,right,25.png,120.png,right,120.png,yes,272,Wireless Jabra Headphones,2026-01-28T05:29:15.012Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:29:13.527Z,264,Trials,266,266_creaky.wav,https://benebular.github.io/pharylary/data/audio/266_creaky.wav,151.png,56.png,left,151.png,56.png,left,151.png,yes,594,Baseus Bowie E20,2026-01-28T05:29:13.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:17.052Z,88,Trials,89,89_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/89_non-creaky.wav,98.png,3.png,right,3.png,98.png,right,98.png,yes,182,JBL Tune 720BT,2026-01-28T05:29:17.052Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:29:18.657Z,249,Trials,91,91_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/91_non-creaky.wav,101.png,6.png,left,101.png,6.png,left,101.png,yes,183,Wired Over-ear Headphones.,2026-01-28T05:29:18.657Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:18.774Z,243,Trials,94,94_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/94_non-creaky.wav,104.png,10.png,right,10.png,104.png,right,104.png,yes,294,Wireless Jabra Headphones,2026-01-28T05:29:18.774Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T05:29:20.026Z,119,Trials,22,22_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/22_non-creaky.wav,22.png,117.png,right,117.png,22.png,right,22.png,yes,1269,Apple AirPods,2026-01-28T05:29:20.026Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:29:17.363Z,265,Trials,73,73_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/73_non-creaky.wav,81.png,176.png,left,81.png,176.png,left,81.png,yes,488,Baseus Bowie E20,2026-01-28T05:29:17.363Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:29:22.238Z,250,Trials,168,168_creaky.wav,https://benebular.github.io/pharylary/data/audio/168_creaky.wav,24.png,119.png,left,24.png,119.png,left,24.png,yes,293,Wired Over-ear Headphones.,2026-01-28T05:29:22.238Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T05:29:21.705Z,113,Trials,176,176_creaky.wav,https://benebular.github.io/pharylary/data/audio/176_creaky.wav,32.png,127.png,left,32.png,127.png,right,127.png,no,2357,Wired over-ear headphones,2026-01-28T05:29:21.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:21.337Z,89,Trials,205,205_creaky.wav,https://benebular.github.io/pharylary/data/audio/205_creaky.wav,67.png,162.png,left,67.png,162.png,left,67.png,yes,48,JBL Tune 720BT,2026-01-28T05:29:21.337Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:23.498Z,244,Trials,98,98_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/98_non-creaky.wav,113.png,18.png,left,113.png,18.png,right,18.png,no,1133,Wireless Jabra Headphones,2026-01-28T05:29:23.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:29:22.202Z,266,Trials,81,81_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/81_non-creaky.wav,81.png,176.png,right,176.png,81.png,right,81.png,yes,1507,Baseus Bowie E20,2026-01-28T05:29:22.202Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:29:26.126Z,251,Trials,170,170_creaky.wav,https://benebular.github.io/pharylary/data/audio/170_creaky.wav,26.png,121.png,left,26.png,121.png,left,26.png,yes,121,Wired Over-ear Headphones.,2026-01-28T05:29:26.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:25.444Z,90,Trials,56,56_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/56_non-creaky.wav,61.png,156.png,left,61.png,156.png,left,61.png,yes,417,JBL Tune 720BT,2026-01-28T05:29:25.444Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T05:29:26.905Z,114,Trials,63,63_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/63_non-creaky.wav,69.png,164.png,right,164.png,69.png,right,69.png,yes,411,Wired over-ear headphones,2026-01-28T05:29:26.905Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:27.353Z,245,Trials,217,217_creaky.wav,https://benebular.github.io/pharylary/data/audio/217_creaky.wav,81.png,176.png,right,176.png,81.png,right,81.png,yes,268,Wireless Jabra Headphones,2026-01-28T05:29:27.353Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:29:30.055Z,252,Trials,42,42_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/42_non-creaky.wav,44.png,139.png,right,139.png,44.png,right,44.png,yes,267,Wired Over-ear Headphones.,2026-01-28T05:29:30.055Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:30.848Z,246,Trials,77,77_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/77_non-creaky.wav,85.png,180.png,right,180.png,85.png,right,85.png,yes,273,Wireless Jabra Headphones,2026-01-28T05:29:30.848Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T05:29:26.832Z,120,Trials,138,138_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/138_non-creaky.wav,176.png,81.png,right,81.png,176.png,right,176.png,yes,1084,Apple AirPods,2026-01-28T05:29:26.832Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:29:26.528Z,267,Trials,207,207_creaky.wav,https://benebular.github.io/pharylary/data/audio/207_creaky.wav,69.png,164.png,right,164.png,69.png,right,69.png,yes,192,Baseus Bowie E20,2026-01-28T05:29:26.528Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4239be163cb15b16606a6,68d4239be163cb15b16606a6,2026-01-28T05:29:32.535Z,,Survey,108,108_non-creaky.wav,,129.png,,,,,,,,,Wired Headset,2026-01-28T05:29:32.535Z,6,7,6,both,6,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:29:30.463Z,268,Trials,173,173_creaky.wav,https://benebular.github.io/pharylary/data/audio/173_creaky.wav,28.png,123.png,left,28.png,123.png,left,28.png,yes,571,Baseus Bowie E20,2026-01-28T05:29:30.463Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:33.705Z,92,Trials,282,282_creaky.wav,https://benebular.github.io/pharylary/data/audio/282_creaky.wav,176.png,81.png,right,81.png,176.png,left,81.png,no,339,JBL Tune 720BT,2026-01-28T05:29:33.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:34.624Z,247,Trials,72,72_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/72_non-creaky.wav,80.png,175.png,left,80.png,175.png,left,80.png,yes,345,Wireless Jabra Headphones,2026-01-28T05:29:34.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T05:29:36.350Z,116,Trials,265,265_creaky.wav,https://benebular.github.io/pharylary/data/audio/265_creaky.wav,150.png,55.png,right,55.png,150.png,right,150.png,yes,537,Wired over-ear headphones,2026-01-28T05:29:36.350Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:29:34.197Z,269,Trials,163,163_creaky.wav,https://benebular.github.io/pharylary/data/audio/163_creaky.wav,18.png,113.png,left,18.png,113.png,left,18.png,yes,316,Baseus Bowie E20,2026-01-28T05:29:34.197Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T05:29:33.855Z,121,Trials,35,35_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/35_non-creaky.wav,34.png,129.png,left,34.png,129.png,left,34.png,yes,2485,Apple AirPods,2026-01-28T05:29:33.855Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:38.252Z,248,Trials,39,39_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/39_non-creaky.wav,40.png,135.png,right,135.png,40.png,right,40.png,yes,333,Wireless Jabra Headphones,2026-01-28T05:29:38.252Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:38.007Z,93,Trials,48,48_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/48_non-creaky.wav,51.png,146.png,left,51.png,146.png,right,146.png,no,647,JBL Tune 720BT,2026-01-28T05:29:38.007Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T05:29:40.273Z,117,Trials,226,226_creaky.wav,https://benebular.github.io/pharylary/data/audio/226_creaky.wav,82.png,177.png,left,82.png,177.png,left,82.png,yes,355,Wired over-ear headphones,2026-01-28T05:29:40.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:42.088Z,249,Trials,213,213_creaky.wav,https://benebular.github.io/pharylary/data/audio/213_creaky.wav,72.png,167.png,left,72.png,167.png,left,72.png,yes,362,Wireless Jabra Headphones,2026-01-28T05:29:42.088Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:29:39.058Z,270,Trials,31,31_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/31_non-creaky.wav,30.png,125.png,right,125.png,30.png,left,125.png,no,1744,Baseus Bowie E20,2026-01-28T05:29:39.058Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:42.289Z,94,Trials,95,95_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/95_non-creaky.wav,107.png,12.png,left,107.png,12.png,left,107.png,yes,632,JBL Tune 720BT,2026-01-28T05:29:42.289Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4239be163cb15b16606a6,68d4239be163cb15b16606a6,2026-01-28T05:29:41.936Z,,Survey,82,82_non-creaky.wav,,82.png,,,,,,,,,Wired Headset,2026-01-28T05:29:41.936Z,6,7,6,dialect,7,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T05:29:44.808Z,118,Trials,4,4_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/4_non-creaky.wav,4.png,99.png,left,4.png,99.png,left,4.png,yes,628,Wired over-ear headphones,2026-01-28T05:29:44.808Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:29:46.392Z,,AttentionCheck,,,,,,,,,,,,,Wired Over-ear Headphones.,2026-01-28T05:29:46.392Z,,,,,,,,,,,,,,,,,,,,,,https://benebular.github.io/pharylary/experiment/audio_check/bean_b.wav,Bean,10,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T05:29:46.169Z,122,Trials,174,174_creaky.wav,https://benebular.github.io/pharylary/data/audio/174_creaky.wav,30.png,125.png,right,125.png,30.png,left,125.png,no,7732,Apple AirPods,2026-01-28T05:29:46.169Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:46.222Z,95,Trials,7,7_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/7_non-creaky.wav,7.png,101.png,left,7.png,101.png,left,7.png,yes,265,JBL Tune 720BT,2026-01-28T05:29:46.222Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:46.905Z,250,Trials,114,114_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/114_non-creaky.wav,142.png,47.png,left,142.png,47.png,left,142.png,yes,393,Wireless Jabra Headphones,2026-01-28T05:29:46.905Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T05:29:49.123Z,119,Trials,100,100_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/100_non-creaky.wav,117.png,22.png,left,117.png,22.png,left,117.png,yes,500,Wired over-ear headphones,2026-01-28T05:29:49.123Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:29:49.973Z,253,Trials,140,140_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/140_non-creaky.wav,178.png,83.png,right,83.png,178.png,right,178.png,yes,347,Wired Over-ear Headphones.,2026-01-28T05:29:49.973Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:51.039Z,251,Trials,254,254_creaky.wav,https://benebular.github.io/pharylary/data/audio/254_creaky.wav,135.png,40.png,right,40.png,135.png,right,135.png,yes,266,Wireless Jabra Headphones,2026-01-28T05:29:51.039Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:51.105Z,96,Trials,8,8_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/8_non-creaky.wav,6.png,101.png,right,101.png,6.png,right,6.png,yes,620,JBL Tune 720BT,2026-01-28T05:29:51.105Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d4670874bf80ef3de3834d,68d4670874bf80ef3de3834d,2026-01-28T05:29:52.327Z,123,Trials,59,59_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/59_non-creaky.wav,64.png,159.png,left,64.png,159.png,left,64.png,yes,1164,Apple AirPods,2026-01-28T05:29:52.327Z,,,,,,,,,,,,,,,,,,,,,,,,,,
611b00c6f6cc82766cd07c16,611b00c6f6cc82766cd07c16,2026-01-28T05:29:53.390Z,254,Trials,94,94_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/94_non-creaky.wav,104.png,10.png,right,10.png,104.png,right,104.png,yes,130,Wired Over-ear Headphones.,2026-01-28T05:29:53.390Z,,,,,,,,,,,,,,,,,,,,,,,,,,
691290f8a9d2ff4090233076,691290f8a9d2ff4090233076,2026-01-28T05:29:54.691Z,252,Trials,78,78_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/78_non-creaky.wav,86.png,181.png,right,181.png,86.png,right,86.png,yes,124,Wireless Jabra Headphones,2026-01-28T05:29:54.691Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:55.089Z,97,Trials,104,104_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/104_non-creaky.wav,121.png,26.png,left,121.png,26.png,left,121.png,yes,500,JBL Tune 720BT,2026-01-28T05:29:55.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T05:29:54.024Z,271,Trials,262,262_creaky.wav,https://benebular.github.io/pharylary/data/audio/262_creaky.wav,147.png,52.png,right,52.png,147.png,right,147.png,yes,425,Baseus Bowie E20,2026-01-28T05:29:54.024Z,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1d19c810677f0001d9d56c,5c1d19c810677f0001d9d56c,2026-01-28T05:29:58.381Z,98,Trials,21,21_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/21_non-creaky.wav,20.png,115.png,left,20.png,115.png,left,20.png,yes,184,JBL Tune 720BT,2026-01-28T05:29:58.381Z,,,,,,,,,,,,,,,,,,,,,,,,,,
